"Locale.","Charter","Magnet.","Title.I.School.","Students.","Teachers.","Free.Lunch.","Reduced.Lunch.","grade","numOfStud2012","passing2012","meanScale2012","lev1Perc2012","lev5Perc2012","numOfStud2013","passing2013","meanScale2013","lev1Perc2013","lev5Perc2013","numOfStud2014","passing2014","meanScale2014","lev1Perc2014","lev5Perc2014","Workbooks.Ordered","Workbooks","Total.Wall.Posts","Unique.wall.posts","unique.log.ins","total.log.ins","teacher.unique.log.ins","teacher.total.log.ins","student.unique.log.ins","student.total.log.ins","total.views","unique.viewers","teacher.total.views","teacher.unique.viewers","student.total.views","student.unique.viewers","Total.Test.Yourself","Unique.Users.who.took.test.yourself","training","integrated","integrated.or.training","test.yourselfs.during.challene","users.with.test.yourself.during.challenge","is.AN","loginsPerExaminee","perc.free.lunch","perc.reduced.lunch","SeniorHigh","middleHigh","logLoginsPerExaminee"
"Suburb: Large","No","Yes","Yes",2122,103,1239,248,9,379,45,390,25,2,355,53,397,16,2,329,60,400,18,7,325,"yes",202,22,386,3137,10,164,376,2973,6243,327,310,8,5933,319,2651,208,1,1,1,951,171,1,9.53799392097264,0.583883129123468,0.116870876531574,1,0,2.25528318252761
"Rural: Fringe","No","No","Yes",1698,107,501,129,9,332,45,393,15,1,323,44,392,20,2,230,92,419,1,12,2380,"yes",312,18,435,1511,11,127,424,1384,3051,227,163,9,2888,218,923,225,1,1,1,127,27,1,6.57391304347826,0.295053003533569,0.0759717314487632,0,1,1.88310924781628
"City: Large","No","Yes","Yes",1135,101,768,88,9,130,31,385,32,0,156,33,387,26,3,186,33,387,25,1,880,"yes",6,3,108,973,4,33,104,940,4135,92,57,4,4078,88,11,5,0,1,1,3,2,1,5.23655913978495,0.676651982378855,0.0775330396475771,0,1,1.65566462992933
"Suburb: Large","No","No","Yes",1745,78,736,110,9,311,45,391,20,1,319,43,393,17,2,182,77,409,4,4,820,"yes",0,0,4,14,0,0,4,14,10,2,0,0,10,2,2,1,1,0,1,0,0,0,0.0824175824175824,0.421776504297994,0.0630372492836676,0,0,-2.49595648597459
"Suburb: Large","No","No","Yes",2629,114,1414,256,9,474,54,397,17,5,478,60,401,11,3,481,55,399,11,2,1260,"yes",1,1,79,333,3,8,76,325,293,47,0,0,293,47,196,43,0,1,1,34,8,1,0.694386694386694,0.537847090148345,0.097375427919361,0,0,-0.364726277129061
"Suburb: Large","No","No","Yes",2255,95,772,251,9,443,67,404,7,4,442,51,397,17,2,245,77,410,4,4,311,"yes",3,1,33,83,3,3,30,80,86,14,0,0,86,14,2,2,0,1,1,1,1,0,0.342857142857143,0.342350332594235,0.111308203991131,0,0,-1.07044141170141
"Suburb: Midsize","No","No","Yes",1097,57,406,88,9,114,48,397,10,1,112,67,403,7,3,182,37,390,21,1,100,"yes",51,14,134,856,4,108,130,748,498,56,86,4,412,52,650,109,1,0,1,88,41,1,4.70879120879121,0.370100273473108,0.0802187784867821,0,0,1.54943123152098
"Rural: Fringe","No","No","No",1049,65,560,129,9,221,30,384,32,0,243,36,386,29,0,168,40,389,24,0,80,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.00595238095238095,0.533841754051478,0.122974261201144,1,0,-5.12396397940326
"City: Small","No","No","Yes",1617,86,562,85,9,269,67,404,12,3,319,61,403,12,7,269,45,394,15,1,345,"yes",168,14,333,2826,5,55,328,2771,6051,243,68,4,5983,239,624,106,0,1,1,501,102,1,10.5092936802974,0.347557204700062,0.0525664811379097,0,0,2.35225997809175
"City: Large","No","No","Yes",1301,70,668,58,9,176,37,389,22,1,236,31,385,26,0,239,31,387,22,1,400,"yes",447,23,192,995,4,20,188,975,4108,164,35,2,4073,162,113,20,0,1,1,19,5,1,4.1673640167364,0.513451191391238,0.0445810914681015,0,0,1.42728370565309
"Suburb: Midsize","No","Yes","Yes",1337,78,460,147,9,193,67,404,6,4,248,63,405,7,7,213,68,402,10,2,202,"yes",14,1,19,55,1,1,18,54,119,9,1,1,118,8,5,4,0,0,0,4,3,0,0.262910798122066,0.344053851907255,0.109947643979058,0,0,-1.33594047497428
"Suburb: Midsize","No","No","No",1883,83,329,108,9,334,57,400,12,1,334,63,402,11,4,303,72,407,4,3,200,"yes",0,0,2,2,0,0,2,2,3,1,0,0,3,1,0,0,1,0,1,0,0,0,0.0099009900990099,0.174721189591078,0.0573552841210834,0,0,-4.61512051684126
"Town: Fringe","Yes","No","Yes",396,23,245,49,9,60,67,404,5,0,82,66,406,10,7,59,75,409,5,3,120,"yes",22,4,59,568,0,0,59,568,853,40,0,0,853,40,1048,52,1,1,1,789,48,1,9.64406779661017,0.618686868686869,0.123737373737374,0,0,2.26634299022061
"Suburb: Large","No","No","No",1916,100,690,162,9,189,43,391,19,0,195,49,395,14,1,228,59,401,8,3,1470,"yes",69,22,395,1276,8,130,387,1146,2931,253,323,7,2608,246,527,309,1,1,1,1,1,1,5.60087719298246,0.360125260960334,0.0845511482254697,0,0,1.7229232270781
"City: Large","No","Yes","No",472,29,125,43,9,49,80,410,8,4,60,87,420,2,22,51,84,414,2,8,0,"no",0,0,27,356,1,2,26,354,1028,21,0,0,1028,21,178,11,1,1,1,66,11,0,7,0.264830508474576,0.0911016949152542,0,0,1.94591014905531
"Rural: Distant","No","Yes","Yes",587,29,214,34,9,131,58,401,14,9,111,50,396,16,5,124,55,399,19,6,220,"yes",11,8,107,263,3,26,104,237,352,57,25,3,327,54,198,61,0,1,1,3,1,1,2.12903225806452,0.364565587734242,0.0579216354344123,0,0,0.755667537541279
"City: Small","Yes","No","No",108,6,9,2,9,20,70,406,0,10,14,57,406,7,7,15,73,404,7,0,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0666666666666667,0.0833333333333333,0.0185185185185185,0,0,-2.70805020110221
"City: Small","Yes","No","No",94,4,14,0,9,30,67,405,7,3,25,60,401,12,4,22,59,398,9,0,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0.148936170212766,0,0,0,-3.09104245335832
"Suburb: Large","No","No","No",2350,124,257,98,9,129,43,392,18,0,234,58,401,11,4,166,59,399,10,2,180,"yes",0,0,81,201,5,33,76,168,437,58,86,3,351,55,187,41,0,1,1,2,2,1,1.21686746987952,0.10936170212766,0.0417021276595745,0,0,0.196279909044662
"Suburb: Midsize","No","No","No",1896,95,157,72,9,346,82,416,3,14,368,86,418,1,17,310,86,419,2,12,540,"yes",154,20,259,1020,5,92,254,928,4051,237,269,5,3782,232,181,29,1,1,1,158,20,1,3.29354838709677,0.0828059071729958,0.0379746835443038,1,0,1.19196552068547
"City: Small","Yes","No","No",395,25,65,24,9,82,95,424,0,23,106,91,423,0,23,105,97,426,0,17,0,"no",0,0,2,10,2,10,0,0,15,2,15,2,0,0,0,0,1,1,1,0,0,0,0.104761904761905,0.164556962025316,0.0607594936708861,0,0,-2.25606507735915
"Suburb: Large","No","Yes","No",1627,81,611,195,9,298,58,401,8,1,279,57,400,12,2,168,57,400,11,3,0,"no",0,0,48,699,0,0,48,699,783,36,0,0,783,36,670,36,0,1,1,178,21,0,4.16666666666667,0.375537799631223,0.119852489244007,0,0,1.42711635564015
"Rural: Fringe","No","Yes","No",1343,72,769,105,9,188,55,399,11,2,259,43,391,24,2,272,41,392,18,0,605,"yes",0,0,6,22,0,0,6,22,25,4,0,0,25,4,0,0,1,1,1,0,0,0,0.0845588235294118,0.572598659717051,0.0781831720029784,0,0,-2.47030785036685
"Suburb: Large","No","Yes","Yes",2107,112,1545,164,9,329,39,388,25,1,377,44,393,21,2,329,46,394,22,2,200,"yes",0,0,72,214,7,24,65,190,766,48,33,2,733,46,18,4,1,1,1,4,1,1,0.653495440729483,0.733270052206929,0.0778357854769815,1,0,-0.425419722637709
"Suburb: Large","No","Yes","Yes",2593,143,2052,131,9,483,24,377,40,1,524,55,399,17,6,465,49,394,23,3,1200,"yes",26,5,108,438,8,63,100,375,933,74,220,4,713,70,36,14,1,1,1,12,4,1,0.944086021505376,0.791361357500964,0.0505206324720401,1,0,-0.057537992512185
"City: Small","No","No","Yes",2269,120,1181,284,9,385,67,404,6,2,382,64,403,9,4,390,59,401,10,2,560,"yes",0,0,70,192,4,30,66,162,308,49,55,3,253,46,3,3,1,1,1,2,2,1,0.494871794871795,0.520493609519612,0.125165271044513,0,0,-0.703456550218806
"Suburb: Large","No","Yes","Yes",2021,90,1207,179,9,344,56,397,13,0,226,62,401,8,0,301,37,385,29,0,0,"no",9,1,78,325,5,11,73,314,465,55,23,3,442,52,78,26,0,1,1,37,16,0,1.08305647840532,0.597229094507669,0.0885700148441366,0,0,0.0797871166178319
"City: Midsize","No","No","No",1880,99,806,141,9,314,22,379,38,1,250,40,389,23,1,267,34,388,23,0,1545,"yes",159,4,140,594,6,71,134,523,1095,100,202,5,893,95,87,29,1,1,1,37,17,1,2.22846441947566,0.428723404255319,0.075,0,0,0.80131274714538
"Rural: Distant","No","No","Yes",546,37,228,47,9,67,81,411,6,7,44,82,409,2,2,37,70,406,5,3,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.417582417582418,0.0860805860805861,0,0,-3.61091791264422
"Suburb: Large","No","Yes","Yes",2135,95,821,267,9,339,66,401,9,3,332,81,415,5,13,323,72,409,5,5,200,"yes",744,39,235,3870,1,31,234,3839,11542,208,107,1,11435,207,875,83,0,1,1,278,50,1,11.984520123839,0.384543325526932,0.125058548009368,0,0,2.48361582735499
"Suburb: Large","No","Yes","Yes",2000,108,1703,137,9,390,35,384,34,2,525,54,396,17,3,443,30,385,28,0,1030,"yes",3,3,369,1295,5,168,364,1127,2145,297,153,3,1992,294,259,69,1,1,1,52,17,1,2.9255079006772,0.8515,0.0685,0,0,1.07346810686708
"Suburb: Large","No","No","No",1879,102,334,119,9,323,61,401,8,1,378,57,400,13,3,315,77,411,4,5,540,"yes",219,16,324,1874,9,136,315,1738,4354,198,320,9,4034,189,2105,249,1,1,1,826,101,1,5.95238095238095,0.177754124534327,0.0633315593400745,0,0,1.78379129957888
"City: Midsize","Yes","No","Yes",681,37,84,0,9,157,45,395,18,1,137,73,412,5,13,37,70,405,8,8,200,"yes",0,0,4,32,0,0,4,32,74,4,0,0,74,4,15,2,0,1,1,0,0,0,0.891891891891892,0.123348017621145,0,0,0,-0.114410351177744
"Suburb: Large","No","No","No",2353,110,1233,177,9,433,37,388,23,0,426,41,391,21,1,243,34,389,19,0,385,"yes",4,2,275,1081,4,13,271,1068,1541,178,34,3,1507,175,497,129,1,1,1,62,20,1,4.45267489711934,0.524011899702507,0.0752231194220145,0,0,1.49350501606588
"Town: Distant","No","No","No",473,21,252,24,9,181,51,395,13,1,183,52,396,13,1,180,47,394,16,1,180,"yes",4652,33,17,53,2,26,15,27,77,3,72,2,5,1,1,1,0,0,0,0,0,0,0.3,0.53276955602537,0.0507399577167019,0,0,-1.20397280432594
"Suburb: Large","No","No","No",2894,133,991,131,9,507,55,398,16,4,478,63,405,11,11,337,51,397,16,5,800,"yes",468,31,323,2548,3,55,320,2493,6073,263,17,2,6056,261,650,126,1,1,1,56,20,1,7.56379821958457,0.342432619212163,0.0452660677263303,0,0,2.02337347402375
"Suburb: Large","No","Yes","No",2049,113,563,130,9,264,40,391,19,1,373,72,407,9,7,294,72,410,9,12,0,"no",7265,1,9,1091,0,0,9,1091,52,7,0,0,52,7,0,0,0,0,0,0,0,0,3.71428571428571,0.274768179599805,0.0634455832113226,0,0,1.31218638896617
"Suburb: Large","No","No","Yes",1640,108,571,100,9,316,48,393,19,1,278,36,388,27,0,262,64,403,8,4,2724,"yes",342,33,222,1850,4,130,218,1720,3999,180,113,4,3886,176,1329,151,1,1,1,243,83,1,7.06488549618321,0.348170731707317,0.0609756097560976,0,0,1.9551368088124
"City: Midsize","Yes","No","No",488,32,177,33,9,25,68,402,4,4,27,78,417,0,15,22,68,405,0,0,0,"no",23,1,10,18,2,5,8,13,7,2,3,1,4,1,13,2,1,1,1,2,1,0,0.863636363636364,0.362704918032787,0.0676229508196721,0,1,-0.146603474191875
"Suburb: Large","No","Yes","No",1746,88,284,84,9,185,74,412,4,13,180,82,411,6,4,196,88,418,2,10,0,"no",94,3,264,1596,2,33,262,1563,2202,160,59,2,2143,158,1174,201,1,1,1,427,136,0,8.14795918367347,0.162657502863688,0.0481099656357388,0,0,2.0977674889845
"City: Small","No","No","Yes",2336,130,1638,227,9,394,34,383,29,1,509,39,389,24,1,522,39,388,24,0,390,"yes",7,1,32,79,2,8,30,71,194,21,53,2,141,19,47,7,1,1,1,7,1,1,0.153256704980843,0.701198630136986,0.0971746575342466,0,0,-1.87564095320876
"Suburb: Large","No","No","No",2237,122,437,160,9,297,62,401,12,3,253,69,406,8,6,229,74,407,10,7,540,"yes",9,5,187,1050,7,114,180,936,2681,146,515,7,2166,139,46,11,0,1,1,16,4,1,4.58951965065502,0.195350916405901,0.0715243629861421,0,0,1.52377536732271
"Suburb: Large","No","No","No",1829,83,388,113,9,201,69,406,3,5,307,53,399,11,2,202,68,403,4,1,325,"yes",0,0,2,8,0,0,2,8,13,1,0,0,13,1,0,0,1,0,1,0,0,0,0.0445544554455446,0.212137780207764,0.0617823947512302,0,0,-3.11104312006499
"Town: Distant","No","Yes","Yes",895,64,753,51,9,71,8,375,32,0,83,24,382,24,0,87,22,377,38,0,320,"yes",0,0,13,44,0,0,13,44,5,2,0,0,5,2,37,9,0,0,0,37,9,0,0.517241379310345,0.841340782122905,0.0569832402234637,1,1,-0.659245628884264
"Town: Distant","No","No","Yes",1349,61,761,99,9,172,45,393,12,0,297,39,390,21,1,214,40,389,20,0,0,"no",0,0,15,28,1,2,14,26,40,13,7,1,33,12,2,2,0,1,1,0,0,0,0.135514018691589,0.56412157153447,0.0733876945885841,0,0,-1.99868018503538
"Suburb: Large","No","Yes","No",2896,149,711,149,9,407,49,394,19,3,577,58,400,15,9,441,55,401,10,6,0,"no",13,1,44,133,1,3,43,130,224,21,0,0,224,22,16,7,0,0,0,15,7,0,0.303854875283447,0.245511049723757,0.0514502762430939,0,0,-1.19120507549593
"Suburb: Large","No","Yes","Yes",2502,147,1314,202,9,363,37,386,28,1,511,50,393,22,2,468,43,392,23,3,685,"yes",399,36,356,1391,8,73,348,1318,2055,246,120,5,1935,244,914,191,0,0,0,604,121,1,2.97435897435897,0.525179856115108,0.0807354116706635,0,0,1.09002854497672
"City: Midsize","No","Yes","Yes",1881,102,1322,108,9,360,30,382,35,1,436,36,387,30,4,394,43,392,21,2,1340,"yes",94,12,136,683,6,70,130,613,1370,111,155,5,1215,107,108,30,0,0,0,58,17,1,1.73604060913706,0.702817650186071,0.0574162679425837,0,0,0.551607008324617
"Suburb: Large","No","Yes","Yes",2477,119,358,90,9,177,57,400,10,2,216,53,399,12,7,268,71,406,6,5,0,"no",0,0,251,1976,1,4,250,1972,4067,163,1,1,4066,162,1471,103,1,1,1,425,82,0,7.37686567164179,0.144529672991522,0.0363342753330642,0,0,1.99834884265976
"Suburb: Large","No","No","No",1785,96,840,149,9,371,43,393,15,1,263,54,396,14,2,330,51,396,13,3,0,"no",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0.470588235294118,0.0834733893557423,0,0,-5.10594547390058
"Town: Fringe","No","No","Yes",1868,101,713,173,9,363,48,391,21,1,313,61,402,14,4,263,46,393,20,2,560,"yes",3,2,262,1209,3,82,259,1127,2945,149,98,2,2847,147,96,39,0,1,1,38,26,1,4.60076045627376,0.38169164882227,0.0926124197002141,0,0,1.52622160641302
"Suburb: Large","No","Yes","No",2857,156,612,145,9,290,53,394,16,2,447,68,406,8,5,507,79,413,5,12,700,"yes",143,16,254,861,11,112,243,749,996,109,138,7,858,102,345,141,0,0,0,291,105,1,1.70019723865878,0.214210710535527,0.0507525376268813,0,0,0.53074426707251
"Suburb: Small","No","No","Yes",1468,86,823,76,9,259,35,384,29,0,314,43,393,18,1,272,39,391,18,1,685,"yes",1,1,145,698,3,25,142,673,1181,112,76,2,1105,110,29,8,1,1,1,4,2,1,2.56985294117647,0.560626702997275,0.0517711171662125,0,0,0.943848675937813
"Rural: Fringe","No","No","Yes",1340,66,411,103,9,246,55,398,9,2,258,68,405,11,6,247,66,405,7,2,0,"no",0,0,4,13,1,1,3,12,26,2,0,0,26,2,1,1,0,1,1,0,0,0,0.0566801619433198,0.306716417910448,0.076865671641791,0,0,-2.87033100701272
"Suburb: Large","No","No","Yes",1778,94,889,141,9,175,65,404,8,3,100,61,399,12,0,206,65,403,8,3,150,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485436893203883,0.5,0.0793025871766029,0,0,-5.32787616878958
"Rural: Fringe","No","No","Yes",1687,99,771,166,9,228,20,377,37,0,124,47,392,18,0,76,72,407,8,4,220,"yes",0,0,38,96,1,26,37,70,110,10,51,1,59,9,21,19,1,1,1,0,0,0,1.27631578947368,0.457024303497333,0.0983995257854179,0,0,0.243977638217052
"Suburb: Large","No","Yes","Yes",2193,120,1029,190,9,371,35,386,28,0,346,45,393,18,2,385,48,394,21,2,80,"yes",30,1,72,314,5,33,67,281,538,43,112,4,426,39,110,17,1,1,1,42,11,1,0.818181818181818,0.46922024623803,0.0866393068855449,0,0,-0.200670695462151
"Suburb: Large","No","No","Yes",2598,112,1286,244,9,350,76,410,2,3,390,61,401,7,2,463,41,393,19,3,1140,"yes",2,1,132,290,5,29,127,261,310,81,57,4,253,77,104,23,0,1,1,46,9,1,0.628509719222462,0.494996150885296,0.0939183987682833,0,0,-0.464403786914741
"Suburb: Large","Yes","No","Yes",231,13,98,9,9,12,33,372,42,0,19,32,387,21,5,23,13,375,52,0,0,"no",0,0,10,37,0,0,10,37,114,10,0,0,114,10,3,1,0,1,1,0,0,0,1.65217391304348,0.424242424242424,0.038961038961039,0,0,0.502091943797236
"City: Small","Yes","No","Yes",219,13,87,7,9,10,30,375,30,0,14,21,373,57,0,14,21,380,43,0,0,"no",0,0,3,5,0,0,3,5,21,3,0,0,21,3,0,0,0,1,1,0,0,0,0.428571428571429,0.397260273972603,0.0319634703196347,0,0,-0.847297860387204
"Suburb: Large","No","No","Yes",2077,114,987,173,9,131,41,394,12,2,234,32,384,26,0,282,40,390,19,0,368,"yes",0,0,60,201,3,22,57,179,321,30,72,3,249,27,149,32,0,1,1,14,4,1,0.716312056737589,0.475204622051035,0.0832932113625421,0,0,-0.333639373536909
"City: Large","No","No","No",2308,118,316,56,9,142,56,399,14,4,235,74,409,7,11,189,56,399,15,3,60,"yes",0,0,38,86,1,10,37,76,116,19,4,1,112,18,52,14,0,1,1,9,5,0,0.46031746031746,0.136915077989601,0.024263431542461,0,0,-0.775838896405059
"Suburb: Large","No","No","Yes",2234,99,1170,236,9,387,38,389,20,1,472,35,386,26,1,457,38,392,21,2,920,"yes",70,28,476,4477,10,257,466,4220,6701,333,1817,9,4884,324,6388,396,0,1,1,3598,363,1,9.79868708971554,0.523724261414503,0.105640107430618,0,0,2.2822484062645
"Suburb: Large","No","No","Yes",1464,74,1038,125,9,277,27,384,27,0,322,29,384,27,0,273,27,384,29,1,573,"yes",65,4,50,313,4,127,46,186,1246,35,632,4,614,31,121,18,1,1,1,52,14,1,1.15018315018315,0.709016393442623,0.0853825136612022,0,0,0.139921190723294
"City: Midsize","No","Yes","Yes",1203,55,318,132,9,133,82,416,2,13,107,92,417,4,10,95,93,424,0,24,160,"yes",1,1,117,371,2,6,115,365,769,52,0,0,769,52,150,84,0,1,1,19,12,1,3.91578947368421,0.264339152119701,0.109725685785536,0,0,1.36501696267261
"Rural: Fringe","No","No","No",1490,69,57,7,9,212,92,422,1,21,224,92,427,1,31,215,93,426,1,27,0,"no",0,0,1,13,0,0,1,13,27,1,0,0,27,1,3,1,0,1,1,2,1,0,0.0651162790697674,0.038255033557047,0.00469798657718121,0,0,-2.7315806985124
"Rural: Distant","No","No","Yes",392,25,213,35,9,12,42,390,17,0,10,40,396,10,0,15,40,398,13,0,0,"no",0,0,5,13,1,2,4,11,5,3,3,1,2,2,0,0,0,1,1,0,0,0,0.933333333333333,0.543367346938776,0.0892857142857143,0,0,-0.0689928714869514
"Suburb: Midsize","No","No","Yes",1702,83,856,210,9,315,57,398,14,1,290,56,399,12,2,304,54,396,19,3,220,"yes",0,0,40,172,1,6,39,166,175,26,28,1,147,25,68,14,0,1,1,43,9,1,0.569078947368421,0.502937720329025,0.123384253819036,0,0,-0.563736106908443
"Rural: Fringe","No","No","Yes",502,35,181,40,9,80,64,405,9,9,74,82,417,3,18,60,77,412,2,7,0,"no",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0333333333333333,0.360557768924303,0.0796812749003984,0,0,-3.40119738166216
"City: Midsize","No","Yes","No",1802,93,817,120,9,307,30,382,30,0,315,27,381,34,1,338,43,392,18,1,642,"yes",12,5,152,686,4,29,148,657,2438,120,31,3,2407,117,9,5,1,1,1,6,3,1,2.03254437869822,0.45338512763596,0.0665926748057714,0,0,0.709288396739331
"Suburb: Large","No","No","Yes",163,26,93,6,9,26,27,382,38,0,27,7,368,48,0,36,14,380,44,0,400,"yes",87,3,20,206,3,152,17,54,550,18,380,3,170,15,27,6,1,1,1,2,1,1,5.75,0.570552147239264,0.0368098159509202,0,0,1.74919985480926
"City: Small","Yes","No","Yes",356,17,203,14,9,45,2,358,67,0,20,5,360,70,0,39,13,375,44,0,305,"yes",0,0,5,75,0,0,5,75,167,4,0,0,167,4,7,2,1,1,1,2,1,1,1.94871794871795,0.570224719101124,0.0393258426966292,0,0,0.667171694156685
"Suburb: Midsize","No","No","Yes",2244,121,1267,248,9,458,50,393,17,1,489,40,390,25,1,509,48,394,18,2,0,"no",0,0,52,208,0,0,52,208,410,26,0,0,410,26,22,6,1,1,1,10,5,0,0.410609037328094,0.564616755793226,0.110516934046346,0,0,-0.890113764585712
"Suburb: Large","No","No","Yes",1565,112,357,99,9,246,45,393,16,1,223,61,400,13,4,244,57,402,5,2,840,"yes",46,12,130,627,3,27,127,600,1517,83,80,2,1437,81,163,38,1,1,1,55,16,1,2.57377049180328,0.228115015974441,0.063258785942492,0,0,0.945371941174997
"Suburb: Large","No","No","Yes",1111,77,707,96,9,226,33,387,25,0,228,25,382,32,0,246,42,389,26,0,745,"yes",21,3,44,134,1,2,43,132,299,32,3,1,296,31,71,6,1,1,1,1,1,1,0.548780487804878,0.636363636363636,0.0864086408640864,0,0,-0.600056757493933
"City: Large","Yes","No","No",746,25,164,8,9,47,38,392,9,0,94,71,407,10,4,82,70,407,6,5,0,"no",0,0,4,26,0,0,4,26,35,4,0,0,35,4,5,2,0,1,1,3,2,0,0.329268292682927,0.219839142091153,0.0107238605898123,0,0,-1.11088238125992
"Suburb: Large","No","No","Yes",1530,88,482,115,9,250,52,397,12,2,273,52,397,15,3,224,64,404,12,5,360,"yes",1,1,109,356,2,3,107,353,732,90,0,0,732,90,5,3,1,1,1,2,1,1,1.59375,0.315032679738562,0.0751633986928105,0,0,0.466089729924599
"Rural: Fringe","No","Yes","No",1988,98,875,217,9,413,46,393,17,2,409,48,394,20,2,241,55,399,11,2,0,"no",2,1,216,2650,2,51,214,2599,4178,175,98,2,4080,173,1774,164,0,1,1,715,115,0,11,0.440140845070423,0.109154929577465,0,0,2.39789527279837
"Suburb: Large","No","No","Yes",2253,121,718,201,9,142,40,389,20,2,248,35,388,20,1,273,28,386,27,3,880,"yes",3,1,97,356,6,66,91,290,869,88,148,6,721,82,149,33,0,1,1,21,9,1,1.30769230769231,0.318686196182867,0.0892143808255659,0,0,0.268263986594679
"Suburb: Large","No","Yes","No",2606,127,803,177,9,352,71,407,7,9,299,65,406,7,6,273,84,416,2,13,901,"yes",732,87,483,5469,9,233,474,5236,9564,413,614,7,8950,406,2479,353,1,1,1,848,173,1,20.03663003663,0.308135072908672,0.06792018419033,0,0,2.99756210023107
"Suburb: Large","Yes","No","Yes",210,13,65,10,9,33,45,394,18,3,47,43,395,11,0,37,46,396,5,0,105,"yes",0,0,8,20,0,0,8,20,21,4,0,0,21,4,12,2,0,0,0,8,2,0,0.567567567567568,0.30952380952381,0.0476190476190476,0,0,-0.566395474920801
"City: Large","No","Yes","Yes",1808,82,838,96,9,107,14,374,46,0,194,11,373,45,0,224,15,374,49,0,16,"yes",15,5,359,1330,5,76,354,1254,3369,291,291,5,3078,286,369,96,0,1,1,44,23,1,5.94196428571429,0.463495575221239,0.0530973451327434,0,0,1.78203976654007
"Suburb: Large","No","Yes","Yes",2219,96,1178,216,9,338,66,402,10,1,364,68,405,9,3,323,61,401,12,3,240,"yes",0,0,133,1067,7,11,126,1056,2490,106,11,1,2479,105,459,52,1,1,1,277,21,1,3.30650154798762,0.530869761153673,0.0973411446597566,0,0,1.19589069629748
"City: Large","No","Yes","Yes",1577,89,562,150,9,112,32,385,23,0,153,53,397,22,10,158,42,393,21,6,360,"yes",8,1,21,94,2,21,19,73,161,14,82,2,79,12,3,1,0,1,1,0,0,1,0.60126582278481,0.356372859860495,0.0951173113506658,0,0,-0.508718141426426
"Suburb: Large","No","No","No",1377,80,345,69,9,113,76,408,0,1,114,54,402,6,9,88,43,395,14,1,0,"no",0,0,32,110,1,1,31,109,82,12,0,0,82,12,24,6,0,1,1,10,4,0,1.26136363636364,0.250544662309368,0.0501089324618736,1,0,0.232193386834128
"City: Small","No","No","Yes",291,23,206,25,9,14,14,373,43,0,13,8,380,31,0,38,5,371,53,0,160,"yes",5,1,18,104,2,35,16,69,593,16,85,2,508,14,9,4,1,1,1,0,0,1,2.76315789473684,0.707903780068729,0.0859106529209622,0,0,1.01637419043114
"Suburb: Large","No","Yes","Yes",2164,124,1062,136,9,348,38,389,23,1,395,45,390,22,1,316,56,397,16,2,280,"yes",30,11,111,227,8,43,103,184,410,50,158,5,252,45,38,21,0,0,0,21,9,1,0.721518987341772,0.490757855822551,0.0628465804066543,0,0,-0.326396584632471
"Suburb: Midsize","No","No","Yes",1333,69,612,142,9,220,57,401,10,3,312,31,386,28,1,276,37,387,28,1,140,"yes",153,16,105,293,4,25,101,268,612,75,24,3,588,72,42,40,1,1,1,0,0,1,1.06521739130435,0.459114778694674,0.106526631657914,0,0,0.0631789016215317
"City: Midsize","No","No","No",389,23,91,23,9,60,60,400,13,3,81,43,393,21,4,61,44,391,25,2,200,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0.233933161953728,0.0591259640102828,0,0,-4.11087386417331
"City: Large","No","Yes","Yes",1398,69,626,73,9,195,28,382,32,0,162,41,388,27,0,186,48,394,20,1,180,"yes",0,0,26,180,0,0,26,180,567,21,0,0,567,21,21,8,0,1,1,0,0,1,0.973118279569892,0.447782546494993,0.0522174535050072,0,0,-0.0272496424473755
"City: Large","No","No","Yes",2998,143,894,121,9,338,32,387,20,0,323,46,393,17,1,296,59,400,9,2,520,"yes",169,19,310,1181,4,50,306,1131,3325,210,16,4,3309,206,559,111,0,1,1,166,43,1,3.99324324324324,0.298198799199466,0.0403602401601067,0,0,1.38460374364198
"Rural: Fringe","No","Yes","Yes",1069,45,321,51,9,236,63,403,12,7,212,59,406,9,13,239,63,406,9,11,620,"yes",0,0,32,151,4,33,28,118,656,26,195,4,461,22,15,6,0,1,1,6,1,1,0.635983263598326,0.300280636108513,0.0477081384471469,0,0,-0.452583031085234
"Suburb: Large","No","Yes","Yes",2376,120,1309,154,9,408,45,391,20,2,478,56,398,15,4,331,74,406,8,1,240,"yes",0,0,61,387,1,4,60,383,1025,51,3,1,1022,50,101,32,0,0,0,71,27,1,1.17220543806647,0.550925925925926,0.0648148148148148,0,0,0.158886964246211
